价格,面积,编号,户型,楼层,位置1,位置2,小区,地铁,每平米价格
3960.0,51.0,37476-A,1室1卫,1/13层,通州区,北运河西,京艺天朗嘉园,地铁：距6号线北运河西站1300米,77.6470588235294
7460.0,93.0,144428-A,2室1卫,16/28层,朝阳区,北工大西门,周庄嘉园C区,地铁：距14号线东段北工大西门站1300米,80.21505376344086
2440.0,10.0,48376-C,4室1卫,7/27层,丰台区,方庄,芳城园一区,地铁：距14号线东段方庄站550米,244.0
1660.0,9.0,67429-B,2室1卫,1/6层,顺义区,顺义,胜利小区,地铁：距15号线顺义站700米,184.44444444444446
1580.0,10.0,78052-B,3室1卫,4/5层,顺义区,顺义,建新北区,地铁：距15号线顺义站700米,158.0
2260.0,11.0,1147-A,7室3卫,1/8层,朝阳区,黄渠,柏林爱乐二期,地铁：距6号线黄渠站850米,205.45454545454547
1680.0,10.0,32835-A,3室1卫,5/6层,朝阳区,八里桥,西马庄园,地铁：距八通线八里桥站1150米,168.0
2080.0,11.0,4563-A,3室1卫,5/6层,朝阳区,孙河,康营小区,地铁：距15号线孙河站1000米,189.0909090909091
1850.0,14.0,447-E,8室2卫,6/6层,昌平区,天通苑南,天通苑东一区,地铁：距5号线天通苑南站1650米,132.14285714285714
3010.0,13.0,72888-B,2室1卫,4/6层,海淀区,田村,玉海园一里,地铁：距6号线田村站800米,231.53846153846155
2000.0,16.0,133781-B,4室1卫,3/6层,通州区,次渠,次渠怡芳园小区,"地铁：距亦庄线,17号线次渠站600米",125.0
2110.0,8.0,18877-C,3室1卫,28/29层,朝阳区,北岗子,恒大华府,"地铁：距12号线,平谷线北岗子站700米",263.75
3540.0,14.0,28438-D,5室1卫,3/8层,朝阳区,望京西,北京香颂,"地铁：距13号线,15号线望京西站550米",252.85714285714286
1410.0,10.0,24767-A,3室1卫,6/6层,顺义区,俸伯,港馨家园西区,地铁：距15号线俸伯站3250米,141.0
4770.0,32.0,49724-A,1室1卫,3/9层,丰台区,公益西桥,三星庄园,地铁：距4号线大兴线公益西桥站1100米,149.0625
5630.0,46.0,18009-A,1室1卫,15/15层,东城区,景泰,华龙美晟,地铁：距14号线东段景泰站500米,122.3913043478261
4690.0,92.0,148494-A,1室1卫,8/20层,通州区,梨园,云景豪庭,地铁：距八通线梨园站600米,50.97826086956522
1380.0,12.0,22931-A,4室1卫,9/10层,顺义区,俸伯,港馨家园东区,地铁：距15号线俸伯站3050米,115.0
2520.0,12.0,4964-C,5室1卫,7/9层,朝阳区,四惠,通惠家园惠润园,"地铁：距1号线,八通线四惠站650米",210.0
2560.0,10.0,132403-C,3室1卫,17/28层,朝阳区,北工大西门,周庄嘉园三期A区,地铁：距14号线东段北工大西门站1150米,256.0
2020.0,8.0,21490-C,4室1卫,12/26层,丰台区,樊羊路,花香东苑,地铁：距房山线樊羊路站450米,252.5
1900.0,11.0,32406-B,2室1卫,3/6层,大兴区,黄村西大街,双河南里,地铁：距4号线大兴线黄村西大街站1250米,172.72727272727272
7580.0,51.0,44134-A,1室1卫,12/14层,海淀区,长春桥,蜂鸟社区,"地铁：距10号线,12号线长春桥站650米",148.62745098039215
5750.0,47.0,69383-A,1室1卫,1/6层,朝阳区,十里堡,石佛营西里,地铁：距6号线十里堡站1150米,122.34042553191489
2740.0,9.0,73392-A,3室1卫,10/24层,朝阳区,东风北桥,梵谷水郡,"地铁：距14号线东段,平谷线东风北桥站1800米",304.44444444444446
2370.0,9.0,32231-A,3室1卫,8/11层,丰台区,草桥,草桥欣园四区,"地铁：距10号线,大兴机场线草桥站200米",263.3333333333333
1670.0,12.0,46022-C,3室1卫,4/11层,通州区,通州北关,K2清水湾,地铁：距6号线通州北关站1950米,139.16666666666666
2440.0,10.0,53818-A,2室1卫,3/4层,石景山区,古城,古城南路,地铁：距1号线古城站500米,244.0
1860.0,17.0,116727-A,3室1卫,5/6层,通州区,九棵树,西营前街,地铁：距6号线北运河西站1900米,109.41176470588235
2650.0,15.0,122093-C,3室1卫,4/21层,丰台区,七里庄,望园东里,"地铁：距9号线,14号线西段七里庄站250米",176.66666666666666
1850.0,10.0,25613-A,2室1卫,6/6层,通州区,通运门,中仓小区,地铁：距6号线通运门站250米,185.0
6140.0,35.0,37346-A,1室1卫,1/6层,朝阳区,红庙,光华路,"地铁：距1号线,14号线东段大望路站550米",175.42857142857142
4840.0,60.0,64648-A,1室1卫,12/20层,朝阳区,管庄,杨闸新村,地铁：距八通线管庄站650米,80.66666666666667
1770.0,10.0,74533-A,4室1卫,4/6层,顺义区,石门,万科四季花城,地铁：距15号线石门站450米,177.0
6340.0,50.0,134871-A,1室1卫,4/6层,朝阳区,安华桥,德胜门外大街1号院,"地铁：距8号线,12号线安华桥站950米",126.8
7300.0,38.0,17120-A,1室1卫,6/12层,朝阳区,青年路,小悦城中心,地铁：距6号线青年路站1350米,192.10526315789474
1110.0,22.0,21205-D,5室1卫,5/5层,房山区,阎村,绿城百合公寓桂雨苑,地铁：距燕房线阎村站1000米,50.45454545454545
2180.0,10.0,32218-A,3室1卫,3/6层,朝阳区,黄渠,常营民族家园CDF区,地铁：距6号线黄渠站750米,218.0
5010.0,48.0,53079-A,1室1卫,1/6层,朝阳区,黄渠,荟康苑,地铁：距6号线黄渠站800米,104.375
1800.0,9.0,135866-C,3室1卫,1/7层,通州区,通州北关,永顺东里2号院,地铁：距6号线通州北关站800米,200.0
2530.0,15.0,45355-C,4室1卫,1/20层,朝阳区,褡裢坡,福盈家园2号院,地铁：距6号线褡裢坡站550米,168.66666666666666
5070.0,51.0,124780-A,1室1卫,1/23层,朝阳区,传媒大学,北花园小区,地铁：距八通线传媒大学站600米,99.41176470588235
2290.0,15.0,29839-B,3室1卫,6/6层,朝阳区,常营,连心园西区,地铁：距6号线常营站800米,152.66666666666666
1930.0,11.0,46461-C,3室1卫,2/6层,通州区,果园,翠屏北里东区,地铁：距八通线果园站400米,175.45454545454547
1930.0,14.0,132454-A,3室1卫,4/6层,通州区,果园,北机家属院,地铁：距八通线果园站900米,137.85714285714286
1710.0,10.0,25041-C,3室1卫,6/30层,通州区,土桥,华远铭悦,地铁：距八通线土桥站950米,171.0
1660.0,9.0,26559-B,3室1卫,19/29层,通州区,通运门,京贸国际城东区,地铁：距6号线通运门站2400米,184.44444444444446
2150.0,24.0,391-E,7室2卫,6/6层,昌平区,天通苑东,天通苑东二区,地铁：距17号线天通苑东站650米,89.58333333333333
1880.0,9.0,45762-B,3室1卫,3/7层,通州区,果园,达富苑,地铁：距八通线果园站250米,208.88888888888889
2320.0,13.0,64226-D,5室1卫,3/6层,大兴区,亦庄桥,星岛假日,地铁：距亦庄线亦庄桥站200米,178.46153846153845
2080.0,8.0,19279-C,3室1卫,15/25层,丰台区,樊羊路,花香东苑,地铁：距房山线樊羊路站450米,260.0
1810.0,16.0,22883-A,4室1卫,4/6层,通州区,土桥,小街之春,地铁：距八通线土桥站550米,113.125
2060.0,10.0,27067-A,3室1卫,26/31层,朝阳区,平房村,金隅汇景苑,"地铁：距14号线东段,平谷线东风北桥站4500米",206.0
5370.0,48.0,44011-A,1室1卫,1/16层,朝阳区,传媒大学,北花园小区,地铁：距八通线传媒大学站600米,111.875
3180.0,23.0,62649-D,4室1卫,24/25层,朝阳区,四惠,力源里,"地铁：距1号线,八通线四惠站250米",138.2608695652174
2450.0,9.0,133157-B,3室1卫,5/6层,朝阳区,四惠东,康家园,"地铁：距1号线,八通线四惠东站300米",272.22222222222223
2160.0,13.0,18410-C,4室1卫,1/18层,大兴区,瀛海,南海家园二里,地铁：距亦庄线荣昌东街站3500米,166.15384615384616
2410.0,16.0,68210-A,3室1卫,1/6层,朝阳区,常营,连心园西区,地铁：距6号线常营站800米,150.625
1460.0,15.0,67964-B,4室1卫,5/6层,顺义区,俸伯,滨河小区,地铁：距15号线俸伯站1600米,97.33333333333333
2200.0,34.0,36659-E,5室1卫,6/7层,昌平区,天通苑东,天通苑东三区,地铁：距5号线天通苑南站2250米,64.70588235294117
1710.0,9.0,146096-B,2室1卫,4/6层,通州区,梨园,葛布店东里,地铁：距八通线梨园站700米,190.0
1170.0,11.0,25912-B,3室1卫,5/8层,房山区,星城,东亚朗悦居,地铁：距燕房线星城站50米,106.36363636363636
2070.0,11.0,27928-A,4室1卫,5/28层,朝阳区,小红门,鸿博家园二期F区,地铁：距亦庄线小红门站550米,188.1818181818182
4360.0,60.0,47252-A,1室1卫,5/6层,通州区,果园,西总屯,地铁：距八通线果园站550米,72.66666666666667
9120.0,82.0,69566-A,1室1卫,11/22层,朝阳区,望京,望京西园三区,"地铁：距14号线东段,15号线望京站600米",111.21951219512195
1850.0,11.0,119252-A,2室1卫,2/6层,通州区,临河里,梨园东里,地铁：距八通线临河里站1050米,168.1818181818182
2380.0,20.0,138150-A,4室1卫,4/6层,通州区,通州北关,西潞苑小区,地铁：距6号线通州北关站1950米,119.0
3820.0,19.0,33925-B,4室1卫,22/22层,朝阳区,望京,望京西园三区,"地铁：距14号线东段,15号线望京站600米",201.05263157894737
1900.0,11.0,42974-A,5室1卫,23/30层,通州区,九棵树,玉兰湾,地铁：距八通线梨园站900米,172.72727272727272
1540.0,8.0,43928-A,3室1卫,2/6层,通州区,万盛东,群芳三园,地铁：距7号线万盛东站1100米,192.5
1940.0,8.0,48653-C,4室1卫,4/28层,朝阳区,平房村,金隅汇景苑,"地铁：距14号线东段,平谷线东风北桥站4500米",242.5
1760.0,9.0,152302-A,2室1卫,16/23层,通州区,土桥,华远铭悦,地铁：距八通线土桥站950米,195.55555555555554
5930.0,41.0,153116-A,1室1卫,5/15层,西城区,积水潭,五月华庭,"地铁：距2号线,19号线积水潭站500米",144.6341463414634
1910.0,13.0,29649-A,3室1卫,3/11层,通州区,北运河西,阳光好东东,地铁：距6号线北运河西站1150米,146.92307692307693
3900.0,45.0,48264-A,1室1卫,1/27层,通州区,次渠南,次渠家园东里8区,地铁：距亦庄线次渠南站700米,86.66666666666667
3820.0,21.0,53314-A,2室1卫,22/24层,昌平区,天通苑,天通苑西三区,地铁：距5号线天通苑站350米,181.9047619047619
2340.0,11.0,5767-A,3室1卫,1/9层,朝阳区,星火,姚家园西里2号院,"地铁：距3号线,20号线星火站400米",212.72727272727272
3240.0,15.0,68830-B,2室1卫,3/8层,朝阳区,星火,金隅凤麟洲,"地铁：距3号线,20号线星火站550米",216.0
3080.0,9.0,10422-B,2室1卫,1/5层,朝阳区,金台夕照,呼家楼新街大院,地铁：距10号线金台夕照站600米,342.22222222222223
1870.0,9.0,129114-B,2室1卫,22/26层,通州区,土桥,华远铭悦,地铁：距八通线土桥站950米,207.77777777777777
1600.0,13.0,26998-B,3室1卫,6/6层,通州区,通州北关,潞苑嘉园,地铁：距6号线通州北关站2050米,123.07692307692308
1420.0,12.0,33217-B,5室2卫,6/7层,通州区,通运门,新潮嘉园二期,地铁：距6号线通运门站4150米,118.33333333333333
2450.0,15.0,3407-A,3室1卫,1/6层,朝阳区,草房,连心园东区,地铁：距6号线草房站500米,163.33333333333334
3010.0,11.0,41831-C,3室1卫,1/32层,朝阳区,九龙山,易构空间,"地铁：距7号线,14号线东段九龙山站700米",273.6363636363636
2370.0,8.0,42949-B,3室1卫,2/16层,丰台区,宋家庄,方泽园,"地铁：距5号线,10号线,亦庄线宋家庄站1050米",296.25
5270.0,47.0,63570-A,1室1卫,3/6层,朝阳区,北工大西门,双龙南里,地铁：距14号线东段北工大西门站450米,112.12765957446808
1350.0,13.0,136638-D,4室1卫,8/15层,房山区,良乡大学城西,瑞雪春堂,地铁：距房山线良乡大学城西站900米,103.84615384615384
2390.0,8.0,1549-C,3室1卫,17/24层,朝阳区,十里堡,晨光家园,地铁：距6号线十里堡站550米,298.75
1970.0,10.0,25456-A,3室1卫,5/13层,朝阳区,东坝中街,北京城建福润四季,地铁：距3号线东坝中街站2800米,197.0
2210.0,10.0,7026-B,4室1卫,2/18层,朝阳区,草房,保利嘉园1号院,地铁：距6号线草房站950米,221.0
2030.0,13.0,72942-A,4室1卫,9/13层,丰台区,和义,世界之花,地铁：距亦庄线肖村站2800米,156.15384615384616
1570.0,10.0,75926-A,4室1卫,4/6层,大兴区,黄村西大街,观音寺小区,地铁：距4号线大兴线黄村西大街站1500米,157.0
2330.0,9.0,151027-A,3室1卫,12/16层,丰台区,宋家庄,方泽园,"地铁：距5号线,10号线,亦庄线宋家庄站1050米",258.8888888888889
7220.0,78.0,18769-A,2室1卫,16/28层,朝阳区,北苑路北,恒大名都,地铁：距5号线北苑路北站1200米,92.56410256410257
2200.0,9.0,21495-A,3室1卫,20/22层,丰台区,樊羊路,花香东苑,地铁：距房山线樊羊路站450米,244.44444444444446
1960.0,13.0,27608-C,4室1卫,6/6层,通州区,通州北苑,新华西街55号院,地铁：距八通线通州北苑站900米,150.76923076923077
1460.0,10.0,37111-A,3室1卫,5/6层,通州区,通州北关,王家场,地铁：距6号线通州北关站2000米,146.0
2670.0,10.0,43900-B,2室1卫,1/5层,朝阳区,传媒大学,定福庄西街,地铁：距八通线传媒大学站350米,267.0
2310.0,13.0,54783-B,3室1卫,1/11层,朝阳区,孙河,康营小区17区,地铁：距15号线孙河站1450米,177.69230769230768
4200.0,54.0,57499-A,1室1卫,12/19层,通州区,物资学院路,金地格林格林,地铁：距6号线物资学院路站2950米,77.77777777777777
1670.0,13.0,135777-C,3室1卫,1/15层,通州区,通州北关,西潞苑小区,地铁：距6号线通州北关站1950米,128.46153846153845
3550.0,14.0,20797-D,5室1卫,11/27层,朝阳区,三元桥,国际港,"地铁：距10号线,12号线,机场线三元桥站300米",253.57142857142858
2240.0,18.0,21050-D,4室1卫,4/7层,昌平区,天通苑东,天通苑东二区,地铁：距17号线天通苑东站650米,124.44444444444444
1640.0,13.0,22203-C,4室1卫,4/6层,昌平区,天通苑北,蓬莱公寓东区,地铁：距5号线天通苑北站4550米,126.15384615384616
2030.0,12.0,23111-D,4室1卫,1/18层,通州区,次渠南,次渠南里,地铁：距亦庄线次渠南站700米,169.16666666666666
1800.0,19.0,377-B,5室2卫,3/6层,通州区,果园,新华联家园南区,地铁：距八通线果园站650米,94.73684210526316
3640.0,49.0,35966-A,1室1卫,17/21层,丰台区,张郭庄,红山郡,地铁：距14号线西段张郭庄站1750米,74.28571428571429
6960.0,40.0,44907-A,1室1卫,5/6层,朝阳区,潘家园,潘家园小区,地铁：距10号线潘家园站1000米,174.0
1620.0,8.0,49740-B,3室1卫,4/6层,通州区,果园,后南仓,地铁：距八通线果园站1050米,202.5
6590.0,42.0,57127-A,1室1卫,16/18层,西城区,木樨地,木樨地北里,地铁：距1号线木樨地站300米,156.9047619047619
2860.0,10.0,1200-B,3室1卫,7/12层,朝阳区,光熙门,西坝河中里,地铁：距13号线光熙门站900米,286.0
2220.0,21.0,137628-B,2室1卫,1/6层,通州区,通州北苑,北苑15号院,地铁：距八通线通州北苑站700米,105.71428571428571
1870.0,9.0,12412-B,2室1卫,4/6层,朝阳区,八里桥,温泉北里,地铁：距八通线八里桥站1800米,207.77777777777777
1640.0,9.0,144291-B,3室1卫,4/6层,通州区,通运门,河畔丽景,地铁：距6号线通运门站1900米,182.22222222222223
2010.0,15.0,1763-G,8室2卫,6/6层,昌平区,天通苑东,天通苑东二区,地铁：距17号线天通苑东站650米,134.0
2900.0,9.0,21305-B,2室1卫,3/4层,朝阳区,红庙,延静里中街,"地铁：距6号线,14号线东段金台路站800米",322.22222222222223
2070.0,8.0,21706-C,3室1卫,26/27层,丰台区,樊羊路,花香东苑,地铁：距房山线樊羊路站450米,258.75
6410.0,47.0,65199-A,1室1卫,6/6层,海淀区,花园桥,岭南路26号院,地铁：距6号线花园桥站700米,136.38297872340425
2430.0,11.0,78818-A,4室1卫,4/12层,丰台区,方庄,芳星园三区,地铁：距14号线东段方庄站650米,220.9090909090909
1600.0,10.0,140916-B,3室1卫,1/11层,昌平区,昌平东关,随园,地铁：距昌平线昌平东关站1000米,160.0
2550.0,9.0,16787-D,4室1卫,8/14层,朝阳区,百子湾,沿海赛洛城,地铁：距7号线百子湾站650米,283.3333333333333
1760.0,5.0,27620-C,4室1卫,5/29层,朝阳区,北岗子,恒大华府,"地铁：距12号线,平谷线北岗子站700米",352.0
4030.0,50.0,56511-A,1室1卫,9/24层,通州区,通州北苑,鼎晟国际,地铁：距八通线通州北苑站1050米,80.6
6260.0,43.0,63336-A,1室1卫,1/6层,海淀区,北沙滩,二里庄小区,地铁：距15号线北沙滩站650米,145.58139534883722
2780.0,9.0,67527-B,2室1卫,4/6层,朝阳区,平乐园,平乐园,地铁：距14号线东段平乐园站450米,308.8888888888889
1850.0,14.0,67923-A,2室1卫,1/6层,通州区,土桥,小街之春,地铁：距八通线土桥站550米,132.14285714285714
2500.0,11.0,7554-C,5室1卫,17/31层,朝阳区,传媒大学,珠江绿洲家园,地铁：距八通线传媒大学站550米,227.27272727272728
1840.0,12.0,122025-B,2室1卫,4/6层,通州区,梨园,云景西里,地铁：距八通线梨园站750米,153.33333333333334
2320.0,11.0,33814-B,4室1卫,2/5层,昌平区,回龙观东大街,龙锦苑东五区,地铁：距8号线回龙观东大街站1050米,210.9090909090909
2600.0,7.0,51049-A,3室1卫,4/6层,朝阳区,金台路,秀水园,"地铁：距6号线,14号线东段金台路站450米",371.42857142857144
1580.0,11.0,57180-B,3室1卫,2/6层,通州区,万盛东,群芳三园,地铁：距7号线万盛东站1100米,143.63636363636363
5280.0,69.0,64684-A,1室1卫,14/14层,丰台区,宋家庄,日新家园,"地铁：距5号线,10号线,亦庄线宋家庄站650米",76.52173913043478
2550.0,12.0,7554-D,5室1卫,17/31层,朝阳区,传媒大学,珠江绿洲家园,地铁：距八通线传媒大学站550米,212.5
2220.0,9.0,81279-B,4室1卫,1/21层,丰台区,首经贸,首经贸中街1号院,"地铁：距10号线,房山线首经贸站450米",246.66666666666666
2210.0,11.0,120069-B,4室1卫,5/21层,石景山区,八宝山,重聚园,地铁：距1号线八宝山站1600米,200.9090909090909
6530.0,36.0,145811-A,1室1卫,4/5层,海淀区,魏公村,民族大学家属院,地铁：距4号线大兴线魏公村站1000米,181.38888888888889
1930.0,8.0,19934-B,4室1卫,10/24层,丰台区,樊羊路,花香东苑,地铁：距房山线樊羊路站450米,241.25
1410.0,12.0,29858-C,3室1卫,6/6层,房山区,良乡大学城西,鸿顺园西区,地铁：距房山线良乡大学城西站350米,117.5
5980.0,41.0,48764-A,1室1卫,4/6层,海淀区,军事博物馆,乔建里,"地铁：距1号线,9号线军事博物馆站650米",145.85365853658536
2180.0,11.0,54253-A,4室1卫,6/6层,通州区,物资学院路,新建村小区,地铁：距6号线物资学院路站550米,198.1818181818182
1650.0,10.0,79776-B,3室1卫,3/6层,通州区,土桥,小街之春,地铁：距八通线土桥站550米,165.0
2570.0,12.0,13119-A,3室1卫,1/18层,朝阳区,十里堡,石佛营东里,地铁：距6号线十里堡站1400米,214.16666666666666
1540.0,8.0,17342-A,4室1卫,6/6层,顺义区,石门,前进花园石门苑,地铁：距15号线石门站800米,192.5
1620.0,10.0,27714-B,3室1卫,1/10层,昌平区,南邵,兴昌佳苑,地铁：距昌平线南邵站1000米,162.0
2470.0,11.0,29075-C,3室1卫,4/14层,朝阳区,褡裢坡,美然动力A2区,地铁：距6号线褡裢坡站350米,224.54545454545453
1980.0,13.0,33020-B,4室1卫,6/6层,朝阳区,小红门,燕归宁馨园,地铁：距亦庄线小红门站1200米,152.30769230769232
2140.0,18.0,39263-A,2室1卫,6/6层,通州区,九棵树,西营前街,地铁：距6号线北运河西站1900米,118.88888888888889
